postal_code,Population,Median Age,Household Income,Per Capita Income,Number of Males,Number of Females,brewery_type,city,country,id,latitude,longitude,name,phone,state,street,tag_list,updated_at,website_url
08753,63891.0,40.3,76202.0,34756.0,31739.0,32152.0,brewpub,Toms River,United States,4367,39.9625642,-74.1880387,Artisan's Brewery & Italian Grill,7322447566,New Jersey,1171 Hooper Ave,[],2018-08-24T15:36:27.901Z,http://www.artisanstomsriver.com
08755,25737.0,45.7,68109.0,36202.0,12032.0,13705.0,micro,Toms River,United States,4458,,,Rinn Duin Brewing,7325693261,New Jersey,1540 Route 37 W,[],2018-08-11T21:38:24.934Z,http://www.rinnduinbrewing.com
08802,3603.0,43.3,110884.0,49471.0,1828.0,1775.0,planning,Asbury,United States,4382,,,"Brewery in Planning - Asbury, NJ",9088924603,New Jersey,,[],2018-08-11T21:38:22.236Z,
08822,30430.0,43.7,101922.0,47722.0,14462.0,15968.0,micro,Flemington,United States,4399,40.531329329239,-74.8420790011065,Conclave Brewing,9083920893,New Jersey,15 Minneakoning Rd Ste 202,[],2018-08-24T15:36:39.318Z,http://www.conclavebrewing.com
08822,30430.0,43.7,101922.0,47722.0,14462.0,15968.0,brewpub,Flemington,United States,4443,40.505374068364,-74.8626657293505,Lone Eagle Brewing,9082372255,New Jersey,44 Stangl Rd,[],2018-08-24T15:36:57.137Z,http://loneeaglebrewing.com
08837,16030.0,38.2,74589.0,35025.0,7868.0,8162.0,micro,Edison,United States,4403,,,Cypress Brewing Company,7322439565,New Jersey,30 Nixon Ln Unit E,[],2018-08-11T21:38:22.938Z,http://www.cypressbrewing.com
08844,38907.0,39.8,112923.0,46019.0,18366.0,20541.0,micro,Hillsborough,United States,4416,,,Flounder Brewing Co,9083966166,New Jersey,1 Ilene Ct Ste 8 Ste 16,[],2018-08-11T21:38:23.384Z,http://www.flounderbrewing.com
08846,13703.0,41.6,80833.0,33458.0,6334.0,7369.0,micro,Middlesex,United States,4407,40.5707752,-74.4946841991471,Demented Brewing Co.,7326298260,New Jersey,600 Lincoln Blvd,[],2018-08-24T15:36:42.500Z,http://www.dementedbrewing.com
08848,8371.0,46.3,102852.0,44983.0,4294.0,4077.0,brewpub,Milford,United States,4409,40.568461,-75.095372,Descendants Brewing Company,,New Jersey,61 Bridge St,[],2018-08-24T15:36:43.487Z,
08889,9934.0,44.7,124712.0,60270.0,4760.0,5174.0,planning,Whitehouse Station,United States,4372,,,Backman Brewing Company,,New Jersey,,[],2018-08-11T21:38:21.906Z,http://backmanbrewing.com
08901,55476.0,23.1,39901.0,14614.0,27882.0,27594.0,brewpub,New Brunswick,United States,4424,40.4962516,-74.4442058,Harvest Moon Brewery/Cafe,7322496666,New Jersey,392 George St,[],2018-08-24T15:36:49.887Z,http://www.harvestmoonbrewery.com
10001,21966.0,34.7,81671.0,82166.0,10732.0,11234.0,brewpub,New York,United States,4688,,,Death Avenue,2126958080,New York,315 10th Ave B/W 28th & 29th St.,[],2018-08-11T21:38:33.149Z,http://www.deathave.com
10001,21966.0,34.7,81671.0,82166.0,10732.0,11234.0,contract,New York,United States,4866,,,Radiant Pig Craft Beers,,New York,122 W 27th St Fl 10,[],2018-08-11T21:38:39.377Z,
10001,21966.0,34.7,81671.0,82166.0,10732.0,11234.0,contract,New York,United States,4889,,,Ruckus Brewing Co,6467105098,New York,261 W 35th St Ste 1002,[],2018-08-11T21:38:40.076Z,http://www.ruckusbrewing.com
10001,21966.0,34.7,81671.0,82166.0,10732.0,11234.0,large,New York,United States,4952,,,The Owls Brew,2125640218,New York,135 W 29th St Rm 602,[],2018-08-11T21:38:42.638Z,http://www.theowlsbrew.com
10001,21966.0,34.7,81671.0,82166.0,10732.0,11234.0,contract,New York,United States,4960,,,Toast Ale,9162023851,New York,601 W 26th St Ste 325-291,[],2018-08-11T21:38:42.899Z,http://www.toastale.com/us
10003,57310.0,32.3,92540.0,74189.0,27442.0,29868.0,contract,New York,United States,4764,,,Heartland Brewery,2126453400,New York,35 Union Sq W Frnt 1,[],2018-08-11T21:38:35.726Z,http://www.heartlandbrewery.com
10009,62810.0,36.3,59929.0,43893.0,28842.0,33968.0,contract,New York,United States,4584,,,Alphabet City Brewing Co,9143566809,New York,96 Avenue C Frnt 4,[],2018-08-11T21:38:29.563Z,http://www.acbnyc.com
10010,30670.0,35.1,97955.0,79491.0,14327.0,16343.0,brewpub,New York,United States,4610,,,Birreria @ Eataly,2125390204,New York,200 5th Ave Fl 14,[],2018-08-11T21:38:30.589Z,http://www.eatalyny.com
10010,30670.0,35.1,97955.0,79491.0,14327.0,16343.0,contract,New York,United States,4955,40.7400479,-73.9893474,Third Rail Beer,,New York,928 Broadway Ste 902,[],2018-08-24T15:40:36.476Z,http://www.thirdrailbeer.com
10012,26145.0,34.1,86594.0,72914.0,13691.0,12454.0,planning,New York,United States,4704,,,Empire City Beer Company,9178040571,New York,,[],2018-08-11T21:38:33.652Z,http://www.hitemhard.com
10018,7021.0,30.9,104635.0,75598.0,3650.0,3371.0,contract,New York,United States,4594,,,B9 Beverages Inc,,New York,404 5th Ave # 7.055,[],2018-08-11T21:38:29.854Z,
10026,37871.0,33.6,43107.0,28674.0,17885.0,19986.0,proprietor,New York,United States,4762,,,Harlem Blue Beer,,New York,2214 Frederick Douglass Blvd Ste 267,[],2018-08-11T21:38:35.661Z,http://www.harlemblue.com
10027,62617.0,30.7,37872.0,27349.0,28142.0,34475.0,contract,New York,United States,4763,40.8058068,-73.9453279895158,Harlem Brewing Co,8885596735,New York,2 W 123rd St,[],2018-08-24T15:39:15.903Z,http://www.harlembrewingcompany.com
10301,38885.0,34.7,56848.0,27952.0,19500.0,19385.0,micro,Staten Island,United States,4719,40.6372257,-74.0756332,"Flagship Brewery, LLC.",7184485284,New York,40 Minthorne St,[],2018-08-24T15:38:55.659Z,http://www.flagshipbrewery.nyc
10301,38885.0,34.7,56848.0,27952.0,19500.0,19385.0,micro,Staten Island,United States,4794,40.636479,-74.077407875,Kills Boro Brewing Company,3472778680,New York,62 Van Duzer St,[],2018-08-24T15:39:30.523Z,http://www.killsboro.com
10303,24537.0,31.1,51537.0,22077.0,11419.0,13118.0,micro,Staten Island,United States,4927,40.6287474285714,-74.1703372857143,Staten Island Beer Company,7183908445,New York,20 Kinsey Pl,[],2018-08-24T15:40:24.602Z,http://www.sibeerco.com
10451,47069.0,31.2,26754.0,14629.0,21045.0,26024.0,contract,Bronx,United States,4697,,,Dyckman Beer Co,,New York,,[],2018-08-11T21:38:33.462Z,http://www.dyckmanbeerco.com
10454,38089.0,29.3,20232.0,11561.0,18151.0,19938.0,micro,Bronx,United States,4946,40.801861,-73.9106405393459,The Bronx Brewery,7184021000,New York,856 E 136th St,[],2018-08-24T15:40:32.148Z,http://www.thebronxbrewery.com
10457,70282.0,29.0,24949.0,12952.0,32833.0,37449.0,micro,Bronx,United States,4664,40.841904,-73.9015282,Chelsea Craft Brewing Co Llc,7184848850,New York,463 E 173rd St,[],2018-08-24T15:38:29.701Z,http://www.chelseacraftbrewing.com
10469,71843.0,36.2,57776.0,22960.0,32606.0,39237.0,micro,Bronx,United States,4758,40.8721114,-73.855814,Gun Hill Brewing Co,7188810010,New York,3227 Laconia Ave,[],2018-08-24T15:39:13.763Z,http://www.gunhillbrewing.com
10509,20209.0,41.1,90437.0,41563.0,10134.0,10075.0,brewpub,Brewster,United States,4651,,,Bull and Barrel Brew Pub,8452782855,New York,988 Route 22,[],2018-08-11T21:38:31.884Z,http://www.bullandbarrelbrewpub.com
10516,5223.0,43.2,81442.0,44447.0,2716.0,2507.0,planning,Cold Spring,United States,4823,,,Midriver Brewery,9146611790,New York,,[],2018-08-11T21:38:37.853Z,
10522,10948.0,41.5,105000.0,47914.0,5321.0,5627.0,micro,Dobbs Ferry,United States,4711,41.0145232646406,-73.861616145289,Ferrari Beer Company,9146937340,New York,160 Ashford Ave,[],2018-08-24T15:38:51.558Z,http://www.ferraribeer.com
10523,8029.0,34.6,81667.0,31742.0,4171.0,3858.0,regional,Elmsford,United States,4657,41.03486,-73.839113,Captain Lawrence Brewing Co,9147412337,New York,444 Saw Mill River Rd Ste 100,[],2018-08-24T15:38:26.180Z,http://www.captainlawrencebrewing.com
10541,26643.0,42.0,106890.0,40222.0,13453.0,13190.0,brewpub,Mahopac,United States,4888,41.3775057085326,-73.7264240578384,Route 6 Tap House/ Putnam Brewery,8456287302,New York,728 US-6,[],2018-08-24T15:40:08.033Z,http://www.facebook.com/Putnam-Brewery-165364887155377/
10543,20157.0,40.9,87316.0,53168.0,9715.0,10442.0,micro,Mamaroneck,United States,4689,40.9519367501854,-73.727552059454,Decadent Ales,8005981085,New York,607A E Boston Post Rd,[],2018-08-24T15:38:42.079Z,http://www.decadentales.com
10543,20157.0,40.9,87316.0,53168.0,9715.0,10442.0,planning,Mamaroneck,United States,4974,,,Velveteen Brewing Co,,New York,,[],2018-08-11T21:38:43.426Z,
10562,31502.0,39.0,74896.0,35764.0,16374.0,15128.0,brewpub,Ossining,United States,4576,41.158662125,-73.867681875,6 Degrees of Separation,9144325969,New York,35 Main St,[],2018-08-24T15:37:57.110Z,http://www.6degreesbp.com
10562,31502.0,39.0,74896.0,35764.0,16374.0,15128.0,micro,Ossining,United States,4914,41.1586083529412,-73.8637307647059,Sing Sing Kill Brewery,9178812490,New York,75 Spring St,[],2018-08-24T15:40:19.571Z,http://www.singsingkillbrewery.com
10566,23702.0,39.7,58226.0,30011.0,11915.0,11787.0,brewpub,Peekskill,United States,4853,41.2867311,-73.9292934,Peekskill Brewing Co,9147342337,New York,47 S Water St # 53,[],2018-08-24T15:39:53.719Z,http://www.peekskillbrewery.com
10566,23702.0,39.7,58226.0,30011.0,11915.0,11787.0,brewpub,Peekskill,United States,4667,,,CL River Outpost Brewing,,New York,5 John Walsh Blvd,[],2018-08-11T21:38:32.424Z,http://riveroutpostbrewing.com
10591,22890.0,39.3,80814.0,46546.0,11127.0,11763.0,micro,Tarrytown,United States,4696,,,Duncan's Abbey,,New York,,[],2018-08-11T21:38:33.421Z,http://www.duncansabbey.com
10605,18337.0,41.7,108047.0,56927.0,8995.0,9342.0,planning,White Plains,United States,4665,,,Cheshmeh Brewing Co,,New York,,[],2018-08-11T21:38:32.364Z,
10701,61167.0,34.5,43767.0,23782.0,29147.0,32020.0,micro,Yonkers,United States,4999,40.9345744,-73.9029331,Yonkers Brewing Co,9143915805,New York,92 Main St,[],2018-08-24T15:40:54.736Z,http://www.yonkersbrewing.com
10707,10479.0,38.8,94897.0,49415.0,4900.0,5579.0,micro,Tuckahoe,United States,4644,40.9549645,-73.8190325,Broken Bow Brewery,9142680900,New York,173 Marbledale Rd,[],2018-08-24T15:38:19.914Z,http://www.brokenbowbrewery.com
10913,5175.0,41.8,122857.0,46193.0,2572.0,2603.0,micro,Blauvelt,United States,4586,,,Andean Brewing,6464505852,New York,300 Corporate Dr Ste 2,[],2018-08-11T21:38:29.619Z,
10917,1808.0,46.1,72216.0,41007.0,891.0,917.0,planning,Central Valley,United States,4588,,,Apex Brewery,8455493006,New York,,[],2018-08-11T21:38:29.674Z,http://www.apexbeer.co
10918,12043.0,40.0,87114.0,36372.0,6006.0,6037.0,micro,Chester ,United States,4814,,,Long Lot Farm Brewery,8453372940,New York,153 Johnson Rd,[],2018-08-11T21:38:37.546Z,http://www.longlotfarmbrewery.com
10918,12043.0,40.0,87114.0,36372.0,6006.0,6037.0,micro,Chester,United States,4890,41.362221,-74.270801,Rushing Duck Brewing Co,8456105440,New York,1 Battiato Ln,[],2018-08-24T15:40:08.932Z,http://www.rushingduck.com
10921,3926.0,45.6,70975.0,32810.0,1888.0,2038.0,micro,Florida,United States,4744,41.335404,-74.360033,"Glenmere Brewing Co, Inc",8456511939,New York,55 Maple Ave,[],2018-08-24T15:39:06.969Z,http://www.glenmerebrewingco.com
10923,8797.0,36.6,88047.0,31107.0,4271.0,4526.0,micro,Garnerville,United States,4779,,,Industrial Arts Brewing Co.,8459428776,New York,55 W Railroad Ave # 25W,[],2018-08-11T21:38:36.349Z,http://www.industrialartsbrewing.com
10940,47833.0,36.0,61146.0,26514.0,23795.0,24038.0,brewpub,Middletown,United States,4668,41.4469302779275,-74.4162249451654,Clemson Bros. Brewery,8457754638,New York,22 Cottage St,[],2018-08-24T15:38:31.129Z,http://www.clemsonbrewing.com
10940,47833.0,36.0,61146.0,26514.0,23795.0,24038.0,micro,Middletown,United States,4706,41.4464696544258,-74.4214393429694,Equilibrium Brewery,8457754216,New York,22 Henry Street,[],2018-08-24T15:38:48.858Z,http://www.eqbrew.com
10956,30909.0,44.4,119764.0,46934.0,15549.0,15360.0,brewpub,New City,United States,4692,41.1345739068303,-73.9910007057189,District 96 Beer Factory,8454992409,New York,395 S Main St,[],2018-08-24T15:38:43.758Z,http://www.district96beer.com
10965,14794.0,41.2,94271.0,41517.0,7073.0,7721.0,brewpub,Pearl River,United States,4690,41.0601549166667,-74.0230221666667,Defiant Brewing Co,8459208602,New York,6 E Dexter Plz,[],2018-08-24T15:38:42.578Z,http://www.defiantbrewing.com
10965,14794.0,41.2,94271.0,41517.0,7073.0,7721.0,micro,Pearl River,United States,4742,41.0593888459935,-74.0217129902255,Gentle Giant Brewing Company,,New York,7 N Main St,[],2018-08-24T15:39:05.912Z,http://gentlegiantbrewing.com/
10969,1674.0,43.3,79643.0,36621.0,913.0,761.0,micro,Pine Island,United States,4855,,,Pine Island Brewing,8452882646,New York,682 County Route 1 Ste B,[],2018-08-11T21:38:39.061Z,http://www.pineislandbeer.com
10990,20139.0,43.7,84110.0,42206.0,10327.0,9812.0,planning,Warwick,United States,4633,,,Brewery In Planning - Oyster Bay,,New York,,[],2018-08-11T21:38:31.319Z,
10998,2759.0,43.7,101121.0,38182.0,1360.0,1399.0,micro,Westtown,United States,4983,41.3143129456744,-74.5370795478446,Westtown Brew Works,8453044152,New York,236 Schefflers Rd,[],2018-08-24T15:40:48.615Z,http://www.westtownbrewworks.com
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,micro,Long Island City,United States,4604,,,Big Alice Brewing Company,3476882337,New York,808 43rd Rd,[],2018-08-11T21:38:30.374Z,http://www.bigalicebrewing.com
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,brewpub,Long Island City,United States,4583,40.7423221428571,-73.9562525714286,Alewife Brewing Company,7189377494,New York,514 51st Ave,[],2018-08-24T15:37:59.376Z,http://www.alewife.beer
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,planning,Long Island City,United States,4629,,,Brewery in Planning - Long Island City,9176874204,New York,,[],2018-08-11T21:38:31.197Z,
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,micro,Long Island City,United States,4713,40.7464921,-73.9515404,Fifth Hammer Brewing Company,7186632084,New York,10-28 46th Ave,[],2018-08-24T15:38:52.634Z,http://www.fifthhammerbrewing.com
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,micro,Long Island City,United States,4777,,,Iconyc Brewing Company,3473421360,New York,45-13 34th Ave,[],2018-08-11T21:38:36.265Z,http://www.iconycbrewing.com
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,micro,Long Island City,United States,4803,40.75063,-73.942849,LIC Beer Project,9178326840,New York,3928 23rd St,[],2018-08-24T15:39:35.265Z,http://licbeerproject.com
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,micro,Long Island City,United States,4879,40.7404088,-73.9573397,Rockaway Brewing Company,7184826528,New York,4601 5th St,[],2018-08-24T15:40:05.178Z,http://www.rockawaybrewco.com
11101,25537.0,34.0,47142.0,30040.0,12661.0,12876.0,micro,Long Island City,United States,4962,40.7431826,-73.9511062,Transmitter Brewing,6463788529,New York,5302 11th St,[],2018-08-24T15:40:40.181Z,http://www.transmitterbrew.com
11105,36190.0,35.3,57525.0,33537.0,18099.0,18091.0,planning,Astoria,United States,4624,,,Brewery in Planning - Astoria,,New York,,[],2018-08-11T21:38:31.043Z,
11105,36190.0,35.3,57525.0,33537.0,18099.0,18091.0,micro,Astoria,United States,4915,,,Singlecut Beersmiths,7186060788,New York,19-33 37th St,[],2018-08-11T21:38:41.405Z,http://www.singlecutbeer.com
11201,54668.0,35.2,95369.0,68814.0,26994.0,27674.0,brewpub,Brooklyn,United States,4666,40.6917243,-73.986155,Circa Brewing Co,7188580055,New York,141 Lawrence St,[],2018-08-24T15:38:30.318Z,http://www.circabrewing.co
11201,54668.0,35.2,95369.0,68814.0,26994.0,27674.0,brewpub,Brooklyn,United States,4868,40.7000550909091,-73.987503,Randolph Beer Dumbo,7182983331,New York,77 Sands St,[],2018-08-24T15:39:59.702Z,http://www.randolphbeer.com
11206,81525.0,28.5,28559.0,15618.0,39562.0,41963.0,planning,Brooklyn,United States,4948,,,The Food Works,6178512133,New York,,[],2018-08-11T21:38:42.525Z,http://www.thefoodworks.com
11211,93271.0,29.7,46848.0,27752.0,46187.0,47084.0,micro,Brooklyn,United States,4756,40.7142757,-73.9365191088872,Grimm Artisanal Ales,,New York,990 Metropolitan Ave,[],2018-08-24T15:39:12.814Z,http://GrimmAles.com
11211,93271.0,29.7,46848.0,27752.0,46187.0,47084.0,brewpub,Brooklyn,United States,4781,40.7126813,-73.9369567,Interboro Spirits And Ales,6462455417,New York,942 Grand St,[],2018-08-24T15:39:24.159Z,http://www.interboro.nyc
11215,68891.0,34.5,95654.0,56340.0,33426.0,35465.0,planning,Brooklyn,United States,4727,,,Four Beasts Brewery,3478863834,New York,,[],2018-08-11T21:38:34.457Z,
11215,68891.0,34.5,95654.0,56340.0,33426.0,35465.0,planning,Brooklyn,United States,4938,,,Sweet Thursday Beer Co,9176133980,New York,,[],2018-08-11T21:38:42.210Z,http://www.sweetthursdaybeer.com
11215,68891.0,34.5,95654.0,56340.0,33426.0,35465.0,micro,Brooklyn,United States,4932,40.6769023,-73.9840898,Strong Rope Brewery,5857033010,New York,574A President St,[],2018-08-24T15:40:26.979Z,http://www.strongropebrewery.com
11215,68891.0,34.5,95654.0,56340.0,33426.0,35465.0,planning,Brooklyn,United States,4986,,,Wild East Brewing Co.,,New York,,[],2018-08-11T21:38:43.824Z,http://www.wildeastbrewing.com
11216,53783.0,34.8,43996.0,27218.0,25270.0,28513.0,planning,Brooklyn,United States,4625,,,Brewery In Planning - Brooklyn,,New York,,[],2018-08-11T21:38:31.071Z,
11217,38787.0,34.9,81862.0,51846.0,18261.0,20526.0,micro,Brooklyn,United States,4958,40.6798144,-73.9821529,Threes Brewing,7185222110,New York,333 Douglass St,[],2018-08-24T15:40:37.938Z,http://www.threesbrewing.com
11220,103089.0,32.4,37580.0,16263.0,53376.0,49713.0,micro,Brooklyn,United States,4718,40.6505216,-74.0144263,Five Boroughs Brewing Co,7183558575,New York,215 47th St,[],2018-08-24T15:38:55.140Z,http://www.fiveboroughs.com
11222,34186.0,33.7,63739.0,39515.0,16478.0,17708.0,brewpub,Brooklyn,United States,4753,40.6689340731707,-73.9960761707317,Greenpoint Beer,9177501541,New York,7 N 15th St,[],2018-08-24T15:39:11.282Z,http://www.greenpointbeer.com
11222,34186.0,33.7,63739.0,39515.0,16478.0,17708.0,brewpub,Brooklyn,United States,4791,40.7241037,-73.9503196323481,Keg & Lantern Brewing Co,7183895050,New York,97 Nassau Ave,[],2018-08-24T15:39:28.633Z,http://www.kegandlanternbrooklyn.com
11222,34186.0,33.7,63739.0,39515.0,16478.0,17708.0,proprietor,Brooklyn,United States,4976,,,War Flag Brewing Co,6466968096,New York,649 Morgan Ave Ste B16-5,[],2018-08-11T21:38:43.498Z,http://www.warflag.nyc
11224,42535.0,47.3,27481.0,20666.0,18866.0,23669.0,micro,Brooklyn,United States,4673,40.5750266122449,-73.9857236734694,Coney Island Beer,8184518452,New York,1904 Surf Ave,[],2018-08-24T15:38:33.218Z,http://www.coneyislandbeer.com
11225,59182.0,33.8,42922.0,22519.0,26387.0,32795.0,planning,Brooklyn,United States,4626,,,Brewery in Planning - Brooklyn,9042288611,New York,,[],2018-08-11T21:38:31.098Z,
11226,98325.0,33.8,40734.0,20721.0,44409.0,53916.0,brewpub,Brooklyn,United States,4785,40.6558144,-73.9532599519667,Island To Island Brewery,3479741985,New York,642 Rogers Ave,[],2018-08-24T15:39:26.247Z,http://www.islandtoislandbrewery.com
11231,34137.0,35.3,78174.0,48757.0,16120.0,18017.0,micro,Brooklyn,United States,4844,40.6737903,-73.9991264,Other Half Brewing Company,,New York,195 Centre St,[],2018-08-24T15:39:50.893Z,
11231,34137.0,35.3,78174.0,48757.0,16120.0,18017.0,regional,Brooklyn,United States,4723,40.6779358003061,-74.000991320918,Folksbier,,New York,101 Luquer St # 103,[],2018-08-24T15:38:57.711Z,http://www.folksbier.com
11231,34137.0,35.3,78174.0,48757.0,16120.0,18017.0,regional,Brooklyn,United States,4917,40.67397255,-74.0119176109705,Sixpoint Brewery,3472278676,New York,40 Van Dyke St,[],2018-08-24T15:40:21.031Z,http://www.sixpoint.com
11232,28824.0,31.6,43595.0,19172.0,16126.0,12698.0,micro,Brooklyn,United States,4806,,,Lineup Brewing LLC,7204222053,New York,33 35th St Unit 6A,[],2018-08-11T21:38:37.263Z,http://www.lineupbrewing.com
11232,28824.0,31.6,43595.0,19172.0,16126.0,12698.0,micro,Brooklyn,United States,4978,,,Wartega,9173971171,New York,33 35th St Unit 6A,[],2018-08-11T21:38:43.579Z,http://www.wartega.com
11237,55478.0,29.1,40372.0,17134.0,28461.0,27017.0,planning,Brooklyn,United States,4621,,,Braven Brewing Company,9292956673,New York,,[],2018-08-11T21:38:30.940Z,
11237,55478.0,29.1,40372.0,17134.0,28461.0,27017.0,contract,Brooklyn,United States,4622,40.70559895,-73.9246472479148,Braven Brewing Company,9292956673,New York,362 Jefferson St # 320,[],2018-08-24T15:38:15.913Z,http://www.bravenbrewing.com
11237,55478.0,29.1,40372.0,17134.0,28461.0,27017.0,micro,Brooklyn,United States,4795,40.7060306,-73.9236202,Kings County Brewers Collective,7182882891,New York,381 Troutman St,[],2018-08-24T15:39:31.303Z,http://www.kcbcbeer.com
11237,55478.0,29.1,40372.0,17134.0,28461.0,27017.0,planning,Brooklyn,United States,4897,,,"SakeBrooklyn Brewing Co., LLC",9294007253,New York,,[],2018-08-11T21:38:40.686Z,http://www.sakebrooklyn.com
11238,51895.0,34.5,65315.0,40055.0,24285.0,27610.0,contract,Brooklyn,United States,4792,40.6826758571429,-73.96564,KelSo Beer Company,,New York,529 Waverly Ave,[],2018-08-24T15:39:29.273Z,http://www.kelsoofbrooklyn.com
11356,23037.0,37.2,58465.0,25815.0,11482.0,11555.0,planning,College Point,United States,4670,,,College Point Brewery,,New York,,[],2018-08-11T21:38:32.538Z,
11368,107962.0,31.5,45964.0,16191.0,58332.0,49630.0,brewpub,Flushing,United States,4824,,,Mikkeller Brewing NYC,9175720357,New York,12001 Roosevelt Ave,[],2018-08-11T21:38:37.908Z,http://mikkellernyc.com
11385,99379.0,35.0,50799.0,23272.0,49011.0,50368.0,micro,Ridgewood,United States,4642,40.6943348,-73.9017521,Bridge And Tunnel Brewery,3473928593,New York,15-35 Decatur St,[],2018-08-24T15:38:18.841Z,http://www.bridgeandtunnelbrewery.com
11385,99379.0,35.0,50799.0,23272.0,49011.0,50368.0,micro,Queens,United States,4714,40.7067227,-73.8732597,Finback Brewery,7186288600,New York,78-01 77th Ave,[],2018-08-24T15:38:53.097Z,http://www.finbackbrewery.com
11385,99379.0,35.0,50799.0,23272.0,49011.0,50368.0,proprietor,Ridgewood,United States,4863,40.6949116,-73.9042850786782,Queens Brewery,6462652049,New York,1539 Covert St,[],2018-08-24T15:39:57.754Z,http://www.queensbrewery.com
11520,43472.0,38.2,67723.0,28368.0,20669.0,22803.0,micro,Freeport,United States,4639,40.635176,-73.582368,BrewSA Brewing Co,5163772751,New York,180 Woodcleft Ave,[],2018-08-24T15:38:17.394Z,http://www.brewsa.com
11542,27585.0,39.4,67914.0,35789.0,13941.0,13644.0,micro,Glen Cove,United States,4739,40.858979,-73.644083,Garvies Point Brewery,5168151999,New York,1 Garvies Point Rd,[],2018-08-24T15:39:04.481Z,http://www.garviespointbrewery.com
11569,1309.0,48.5,108664.0,74832.0,610.0,699.0,planning,Point Lookout,United States,4634,,,Brewery In Planning - Point Lookout,,New York,,[],2018-08-11T21:38:31.358Z,
11572,28627.0,44.5,96563.0,41601.0,13847.0,14780.0,micro,Oceanside,United States,4600,,,Barrier Brewing Co,5165941028,New York,3001 New St Ste A2,[],2018-08-11T21:38:30.063Z,http://www.barrierbrewing.com
11692,17674.0,35.4,43354.0,21603.0,8238.0,9436.0,planning,Arverne,United States,4880,,,Rockaway Brewing Company,7184826528,New York,,[],2018-08-11T21:38:39.771Z,http://www.rockawaybrewco.com
11701,27536.0,40.0,69733.0,28280.0,12715.0,14821.0,micro,Amityville,United States,4921,40.6715855555556,-73.42019,Small Craft Brewing Co,6314640186,New York,66 Merrick Rd,[],2018-08-24T15:40:22.661Z,http://www.smallcraftbrewing.com
11706,65821.0,34.6,75775.0,27716.0,32721.0,33100.0,micro,Bay Shore,United States,4691,,,Destination Unknown Beer Company,6314852232,New York,1 S Chicago Ave Unit C,[],2018-08-11T21:38:33.249Z,http://www.destinationunknownbeercompany.com
